temperature_f,pressure_psig
-50,-0.463
-45,1.511
-40,3.696
-35,6.104
-30,8.751
-25,11.653
-20,14.826
-15,18.285
-10,22.049
-5,26.132
0,30.552
5,35.327
10,40.474
15,46.01
20,51.954
25,58.322
30,65.133
35,72.404
40,80.154
45,88.399
50,97.159
55,106.449
60,116.289
65,126.696
70,137.686
75,149.277
80,161.485
85,174.328
90,187.822
95,201.983
100,216.827
105,232.369
110,248.626
115,265.611
120,283.341
125,301.828
130,321.088
135,341.133
140,361.978
145,383.634
150,406.115
