temperature_f,pressure_psig
-50,79.465
-45,88.897
-40,99.0
-35,109.8
-30,121.322
-25,133.591
-20,146.632
-15,160.47
-10,175.129
-5,190.632
0,207.002
5,224.262
10,242.435
15,261.54
20,281.601
25,302.636
30,324.666
35,347.709
40,371.784
45,396.909
50,423.1
55,450.374
60,478.747
65,508.234
70,538.848
75,570.604
80,603.514
85,637.591
