temperature_f,pressure_psig
-50,68.697
-45,78.209
-40,88.514
-35,99.651
-30,111.659
-25,124.579
-20,138.448
-15,153.307
-10,169.194
-5,186.148
0,204.208
5,223.412
10,243.798
15,265.402
20,288.262
25,312.414
30,337.893
35,364.734
40,392.972
45,422.638
50,453.767
55,486.389
60,520.535
65,556.236
70,593.52
75,632.416
