temperature_f,pressure_psig
-50,-7.07
-45,-5.796
-40,-4.353
-35,-2.723
-30,-0.89
-25,1.167
-20,3.466
-15,6.028
-10,8.874
-5,12.026
0,15.509
5,19.346
10,23.562
15,28.183
20,33.237
25,38.751
30,44.753
35,51.273
40,58.34
45,65.985
50,74.24
55,83.136
60,92.706
65,102.982
70,113.998
75,125.789
80,138.388
85,151.83
90,166.15
95,181.384
100,197.567
105,214.735
110,232.924
115,252.17
120,272.509
125,293.977
130,316.611
135,340.447
140,365.521
145,391.869
150,419.526
