temperature_f,pressure_psig
-40,5.8
-35,8.4
-30,11.3
-25,14.4
-20,17.9
-15,21.6
-10,25.7
-5,30.1
0,34.9
5,40.0
10,45.6
15,51.5
20,57.9
25,64.8
30,72.1
35,79.9
40,88.3
45,97.2
50,106.6
55,116.6
60,127.3
65,138.5
70,150.4
75,163.0
80,176.3
85,190.4
90,205.2
95,220.8
100,237.2
105,254.4
110,272.6
115,291.6
120,311.7
125,332.7
130,354.8
135,377.9
140,402.2
145,427.7
150,454.6
