temperature_f,pressure_psig
-50,5.0
-45,7.7
-40,10.8
-35,14.1
-30,17.8
-25,21.9
-20,26.3
-15,31.2
-10,36.5
-5,42.2
0,48.4
5,55.2
10,62.4
15,70.3
20,78.7
25,87.7
30,97.4
35,107.7
40,118.8
45,130.6
50,143.2
55,156.5
60,170.7
65,185.8
70,201.8
75,218.7
80,236.5
85,255.4
90,275.4
95,296.4
100,318.6
105,341.9
110,366.4
115,392.3
120,419.4
125,447.9
130,477.9
135,509.4
140,542.5
145,577.3
150,613.9
