temperature_f,pressure_psig
-50,-2.273
-45,-0.609
-40,1.226
-35,3.244
-30,5.456
-25,7.876
-20,10.515
-15,13.387
-10,16.505
-5,19.883
0,23.533
5,27.471
10,31.709
15,36.262
20,41.145
25,46.371
30,51.954
35,57.91
40,64.253
45,70.997
50,78.157
55,85.748
60,93.782
65,102.276
70,111.242
75,120.696
80,130.651
85,141.121
90,152.12
95,163.661
100,175.758
105,188.424
110,201.671
115,215.513
120,229.962
125,245.03
130,260.73
135,277.072
140,294.069
145,311.732
150,330.071
