temperature_f,pressure_psig
-50,-14.116
-45,-13.993
-40,-13.848
-35,-13.678
-30,-13.482
-25,-13.254
-20,-12.991
-15,-12.69
-10,-12.346
-5,-11.954
0,-11.509
5,-11.007
10,-10.441
15,-9.805
20,-9.094
25,-8.301
30,-7.419
35,-6.44
40,-5.358
45,-4.163
50,-2.849
55,-1.406
60,0.175
65,1.901
70,3.784
75,5.833
80,8.057
85,10.467
90,13.074
95,15.888
100,18.921
105,22.183
110,25.686
115,29.442
120,33.463
125,37.761
130,42.347
135,47.235
140,52.436
145,57.964
150,63.831
