temperature_f,pressure_psig
-50,-14.34
-45,-14.265
-40,-14.176
-35,-14.073
-30,-13.953
-25,-13.814
-20,-13.654
-15,-13.47
-10,-13.26
-5,-13.021
0,-12.749
5,-12.442
10,-12.097
15,-11.708
20,-11.274
25,-10.789
30,-10.249
35,-9.649
40,-8.986
45,-8.254
50,-7.448
55,-6.563
60,-5.592
65,-4.531
70,-3.373
75,-2.113
80,-0.743
85,0.742
90,2.349
95,4.086
100,5.958
105,7.974
110,10.141
115,12.465
120,14.955
125,17.619
130,20.464
135,23.498
140,26.729
145,30.166
150,33.817
