temperature_f,pressure_psig
-50,-7.684
-45,-6.66
-40,-5.519
-35,-4.253
-30,-2.852
-25,-1.305
-20,0.397
-15,2.264
-10,4.308
-5,6.539
0,8.97
5,11.611
10,14.474
15,17.572
20,20.916
25,24.52
30,28.395
35,32.554
40,37.011
45,41.778
50,46.868
55,52.294
60,58.069
65,64.207
70,70.72
75,77.622
80,84.926
85,92.645
90,100.792
95,109.38
100,118.421
105,127.93
110,137.917
115,148.397
120,159.38
125,170.88
130,182.909
135,195.478
140,208.599
145,222.284
150,236.544
