temperature_f,pressure_psig
-50,-9.667
-45,-8.856
-40,-7.942
-35,-6.915
-30,-5.764
-25,-4.48
-20,-3.051
-15,-1.466
-10,0.287
-5,2.221
0,4.348
5,6.682
10,9.236
15,12.025
20,15.062
25,18.364
30,21.944
35,25.819
40,30.004
45,34.516
50,39.371
55,44.585
60,50.175
65,56.158
70,62.552
75,69.373
80,76.64
85,84.37
90,92.58
95,101.288
100,110.512
105,120.27
110,130.58
115,141.459
120,152.925
125,164.996
130,177.689
135,191.022
140,205.012
145,219.677
150,235.034
