temperature_f,pressure_psig
-50,1.771
-45,4.08
-40,6.637
-35,9.461
-30,12.569
-25,15.982
-20,19.718
-15,23.797
-10,28.24
-5,33.068
0,38.301
5,43.961
10,50.071
15,56.65
20,63.723
25,71.31
30,79.435
35,88.119
40,97.386
45,107.258
50,117.757
55,128.906
60,140.727
65,153.243
70,166.475
75,180.446
80,195.177
85,210.69
90,227.007
95,244.147
100,262.133
105,280.984
110,300.721
115,321.363
120,342.93
125,365.441
130,388.914
135,413.367
140,438.818
145,465.285
150,492.785
